40,0,0,1,3,0,3,3
0,28,5,7,2,2,2,4
2,4,27,4,0,4,0,9
0,1,0,37,10,0,2,0
0,0,1,14,26,2,7,0
4,0,2,1,0,39,1,3
2,0,0,2,4,5,35,2
1,3,9,2,0,4,0,31
